,Predict,Rating
301,4.018824614252475,4.15
302,3.878032335505917,3.46
303,3.994230596193204,3.55
304,3.973176234119446,3.58
305,4.206740079119924,4.21
306,4.45240662265257,4.44
307,4.234435782406115,3.83
308,3.9112757303308303,3.9
309,4.466636194164645,4.71
310,4.059116079833119,3.83
311,3.9699957158126415,3.84
312,3.981907764136657,3.92
313,3.9644739090376087,4.25
314,4.034215855952695,3.91
315,3.9958079429408553,4.35
316,4.105730095090524,4.4
317,4.066570188769526,3.92
318,3.916978230919098,4.07
319,4.226734265044595,4.27
320,4.250910489102768,4.03
321,3.9992541001842667,4.09
322,4.009516885754807,4.37
323,4.110375187474722,4.27
324,4.241524256482801,4.33
325,3.9241049676220876,4.24
326,4.039239293347956,3.98
327,4.1993215000345545,4.0
328,4.142949936286656,4.14
329,3.949508120770862,4.19
330,3.9569312216123045,3.97
331,4.063367689073685,4.16
332,3.9215360072110976,4.2
333,3.9964480493201346,4.29
334,4.065804200204351,4.35
335,4.260737411555878,4.2
336,4.214088194268801,3.84
337,4.260692805942995,5.0
338,3.970375719230968,3.91
339,3.91394624193097,4.17
340,4.273054298722734,4.4
341,3.9146253335498926,3.98
342,4.247902733101904,4.33
343,4.304345481496897,4.46
344,3.9447908996179497,3.67
345,4.009466517100419,3.95
346,4.01794772611899,4.11
347,3.880538876181984,3.67
348,4.015678864423236,4.04
349,4.4307349721352525,4.38
350,4.021516624641667,3.77
351,3.989656715656843,3.88
352,3.930876745353631,3.53
353,4.025794467350099,4.32
354,4.034867408179993,3.82
355,3.889922467611044,3.93
356,4.2375007701292935,4.3
357,4.08246964219932,4.28
358,4.095955163566599,3.84
359,4.006740118840837,4.29
360,4.368852691218852,3.2
361,4.044622273021572,4.32
362,3.9621215615653425,4.39
363,3.977692821607776,3.73
364,4.052531088351753,4.29
365,4.24433998418369,4.13
366,3.9275797688907774,3.86
367,3.903368917890684,4.3
368,4.313798915343574,4.06
369,3.8407786013339544,3.68
370,3.984365343158222,3.93
371,4.078873373972063,3.91
372,3.9437554939914965,3.6
373,4.037877546720231,4.32
374,3.991677789942041,4.29
375,4.219350239052328,2.75
376,4.282922120789769,4.1
377,4.204123795160283,4.8
378,4.06599217459119,3.76
379,3.95772790880084,3.55
380,4.0292736598805154,4.11
381,3.937091351132645,3.97
382,3.988863135395445,4.25
383,3.99746093014899,4.06
384,3.980385308315382,3.92
385,4.129388339391534,4.33
386,4.067687714744444,4.04
387,4.216601602514708,4.4
388,4.124698102576335,4.1
389,4.136529494992171,4.28
390,4.1213882533779325,4.19
391,4.06899996452459,4.06
392,4.062276052126401,4.11
393,3.99711606161023,3.99
394,4.245838615360158,4.26
395,4.215403289028188,4.12
396,3.9183300066808613,3.82
397,4.076158904309706,3.32
398,4.025222214812862,4.07
399,3.8959365215088284,4.09
400,4.450220648222072,4.54
401,4.0641458875537,3.99
402,3.962885462894451,3.91
403,4.3164526994644,4.13
404,4.026840263352982,3.91
405,4.276450270875164,2.71
406,4.105418457753442,3.85
407,4.063518664661485,4.2
408,4.017364049509052,4.0
409,4.054125748507433,3.77
410,4.083912045075295,4.01
411,4.061097993230863,3.96
412,4.143287791816079,3.45
413,3.888337215128436,3.67
414,4.047127075824783,3.89
415,4.235854776711274,4.33
416,4.079401734624561,3.47
417,3.9216095763464778,3.82
418,4.264089121501205,4.08
419,4.050388114473724,3.98
420,4.0142219053349155,4.28
421,4.042714631388731,4.31
422,4.071943855560459,3.96
423,3.8384440050394852,3.71
424,4.173784957992784,3.62
425,3.919453583074849,3.36
426,4.101544888584715,4.45
427,4.134252949302847,3.68
428,4.055853865219962,4.16
429,4.065949101913269,4.13
430,4.140906266199407,4.07
431,4.1108461801504195,4.11
432,3.871982540183269,3.25
433,4.04384528267642,4.26
434,4.076346144622653,3.81
435,4.045572578788512,3.83
436,3.8928618808887023,3.93
437,4.017592948702648,4.14
438,4.016289439998164,3.89
439,4.196113110818474,4.33
440,4.110581628735552,4.22
441,4.100066583752222,3.68
442,4.308835750906153,4.15
443,3.943396904276518,3.49
444,4.053672909373453,4.13
445,4.2805347379804255,4.0
446,4.18483102212517,3.97
447,3.9196113642216632,4.24
448,4.05246940785821,4.11
449,3.9246925376355697,3.22
450,4.358159673229467,5.0
451,4.04733391036591,4.01
452,4.0840176088964375,4.22
453,4.007660002418252,4.09
454,4.09166628360653,3.23
455,4.067074763781136,4.24
456,3.9607491915659505,3.93
457,4.067765630676279,4.15
458,3.9097705034147174,3.85
459,3.925365225230527,4.08
460,4.077040109498165,4.22
461,3.8971051635336456,3.32
462,3.855459789668208,3.63
463,4.069170243903812,3.61
464,4.15924753356966,3.95
465,4.234532273708418,3.83
466,4.162297162991418,4.15
467,4.064163752286654,4.09
468,3.9263261141447714,3.87
469,3.9710807520923463,3.92
470,3.9483304418972454,3.95
471,4.064070226218831,4.24
472,3.9841229611869533,4.09
473,4.076924379654833,4.02
474,4.0210240070163135,4.11
475,3.8484057586040925,3.54
476,3.9994109215336615,4.06
477,4.04801678479232,4.32
478,3.91196459655645,3.81
479,4.0551605523196805,4.0
480,3.9901963230932225,3.7
481,4.049091473150603,3.96
482,4.01557817839068,3.93
483,4.043455560416099,4.13
484,4.00236617263407,4.01
485,4.056868780017015,4.04
486,4.190580367004886,3.5
487,4.122680224894864,4.0
488,4.462506390627803,4.83
489,4.03420308460805,4.17
490,4.067553141431657,4.25
491,3.9700648739293385,4.06
492,4.148601593061679,4.07
493,4.305604423247788,4.0
494,4.034111856333484,3.65
495,3.974865004472263,3.91
496,4.080117441228958,4.8
497,4.027139567828761,3.88
498,4.088711185021004,3.99
499,4.1708538724207616,3.65
500,3.9270849090250497,3.69
501,4.286690621225649,5.0
502,3.979341149904488,4.09
503,4.077058549138752,3.82
504,4.020058223520804,4.2
505,4.063793544922483,4.25
506,4.127194870502057,3.99
507,4.033554019039424,3.52
508,4.0249246847003235,4.18
509,4.08360948359787,4.11
510,3.9308104227295435,3.76
511,3.9122248209192136,3.99
512,4.137232196948264,4.24
513,4.036921952491627,3.97
514,4.047410028032172,4.02
515,3.917299429762061,3.51
516,4.037656247180034,3.73
517,4.011236593306044,4.14
518,4.059687278118297,3.85
519,3.83652562873489,2.98
520,4.251966755970261,4.21
521,4.028194571558225,4.19
522,3.9833280052926785,4.49
523,3.956908237262751,3.89
524,4.224616928879603,4.22
525,3.914380502001938,3.73
526,3.992877195591625,3.97
527,4.20408875414321,4.37
528,4.220762773968044,4.26
529,3.9657789775545753,3.63
530,4.138135281512165,3.46
531,4.108350513148767,4.11
532,4.11942062586417,4.08
533,3.9567147447684548,3.83
534,4.013139973139206,3.66
535,4.243606820346549,4.91
536,3.9947053239802646,3.63
537,4.046131054825856,4.13
538,4.083972589858713,4.06
539,4.054651358053699,3.81
540,3.9933738575721125,4.35
541,4.256678565096254,5.0
542,3.9257958366509875,3.56
543,3.8492492911169105,3.67
544,3.9108728956348044,4.15
545,3.9357204094967972,3.81
546,4.1676875956411035,4.25
547,3.8950862511926645,3.85
548,4.288599855784726,4.05
549,4.0186473748846,3.98
550,3.979194469553011,3.74
551,4.077857235908597,3.82
552,4.212115184112692,3.83
553,4.055154815426032,4.24
554,4.102609124349017,4.27
555,4.0242840861925435,3.74
556,4.0771895810612815,3.66
557,3.970531395220307,3.71
558,4.045613744823488,3.83
559,3.8873995182704935,4.14
560,4.051124540137535,4.03
561,3.907815286308301,4.02
562,3.927809029400016,3.84
563,4.446382940732551,3.75
564,3.8654043129007234,3.65
565,4.006004120503031,4.14
566,3.9520031977961265,3.93
567,4.040460481926122,4.34
568,3.9554745243351315,3.78
569,4.123363504232035,4.38
570,3.9404081141319023,3.72
571,4.051056815204728,4.22
572,4.043815281322595,4.27
573,3.972011777507444,4.16
574,4.118467220351321,4.33
575,4.132169706203693,3.85
576,4.162490703050847,4.01
577,4.141319939882309,4.1
578,4.0047830304344165,4.31
579,3.9966113616416976,4.21
580,4.006557292274648,4.25
581,3.8690760354089555,4.03
582,4.288504335338816,4.05
583,4.126332850534211,4.13
584,3.8957927365409564,3.68
585,3.947084844695572,3.52
586,4.133869804999281,4.11
587,4.05927783905106,4.02
588,4.105273092307568,3.99
589,4.08084199396161,3.83
590,3.830271236140832,4.11
591,3.963926129228263,4.11
592,3.8748356235657258,3.65
593,4.232300988992609,4.53
594,4.069664575229129,4.28
595,4.08532372841151,3.96
596,3.9896451026628954,4.26
597,4.113143758461917,3.99
598,3.9233672172063048,4.01
599,3.9858283312957137,4.04
600,3.926099409223862,3.56
601,4.22386238004354,3.81
602,4.311942769497048,4.8
603,4.009252027307617,3.87
604,3.9521482882429346,4.08
605,4.0560581830982025,4.01
606,4.025629389937569,4.04
607,4.321111970526253,4.63
608,3.887161618075071,3.96
609,4.003819630239685,4.02
610,4.051074866867503,4.03
611,3.920553497314113,4.14
612,3.994712663344412,3.8
613,3.9144222825310155,3.91
614,4.071205724565033,4.02
615,4.091649314171701,4.16
616,4.169468368053795,4.63
617,3.909956307840137,4.16
618,4.045613673894853,4.01
619,4.353981220941275,4.41
620,3.9328271451086367,3.72
621,4.119145578340954,4.15
622,3.8707975966427726,4.04
623,3.933493322995575,4.02
624,4.001176852706068,4.24
625,4.0338424273122255,4.29
626,4.011550396242522,3.56
627,3.909888347700575,3.89
628,4.119811091944922,4.12
629,4.063536765790564,3.83
630,4.501758861699949,4.37
631,3.8829853344844825,3.37
632,3.9861789205035536,4.13
633,3.9796301314815716,3.97
634,4.125074457398599,3.95
635,3.922408555245576,3.17
636,3.96701082489112,4.04
637,4.0585611353823206,4.14
638,4.146820803145568,4.19
639,4.107920299661237,4.24
640,4.221538725224274,3.77
641,4.042713495328499,4.12
642,4.009947040137143,4.2
643,4.145112819157962,4.14
644,3.939092548650537,4.18
645,4.026112606612604,4.17
646,4.113532251429508,4.21
647,3.945025585916012,4.17
648,4.039367311627309,3.88
649,3.9759179389185753,3.73
650,4.036239392457661,3.87
651,4.010918726713157,3.96
652,3.8410581986690517,4.39
653,4.104044656189027,4.14
654,3.9835876346516788,3.98
655,4.046460140657512,4.43
656,4.0719284882595375,3.72
657,3.910659697329666,3.48
658,4.2458916422478135,3.67
659,4.080652315777185,3.56
660,4.449062484958229,3.0
661,3.9637111259367184,4.09
662,4.36703057889784,4.6
663,4.045025001083876,4.21
664,4.1355836816690354,4.38
665,3.9905121079754804,3.89
666,4.062945282613464,4.05
667,3.99004470889495,3.96
668,4.1812823065869225,4.38
669,4.208173756704963,4.0
670,4.058752685415024,3.93
671,3.8475933191800205,4.2
672,4.432124546796769,4.27
673,3.967396761604253,3.68
674,4.0279583724439085,4.44
675,4.102161909549518,3.82
676,4.130111159132198,3.71
677,4.209931080645104,3.06
678,4.2357638056561795,4.35
679,3.995445981220358,3.63
680,3.9880917466648,3.79
681,4.039970830842667,4.22
682,4.413499450659439,4.25
683,3.962640120638116,3.79
684,4.096236727326351,4.19
685,4.040137519389013,4.0
686,4.076970537353011,4.12
687,3.9680073284200037,4.09
688,4.218793192087815,4.24
689,4.583605844907107,4.71
690,3.992197339372375,4.03
691,3.9185466049010342,3.88
692,3.8839137933484,3.84
693,4.137998757684473,4.13
694,4.136445432725029,3.93
695,4.082720895281615,4.39
696,4.133963438331953,4.34
697,4.058959732031546,4.14
698,3.9385126877386667,3.5
699,4.095358288398691,3.99
700,4.022517903913081,3.84
701,3.9243328204819177,4.01
702,3.9886032344158737,4.11
703,4.023302632610236,3.7
704,4.07773538271719,4.04
705,3.9808451895079955,3.56
706,4.1491060921365115,3.88
707,4.4411271796277365,4.73
708,4.044956335889636,3.94
709,3.964861630097921,3.79
710,4.063281196848736,4.03
711,3.9813337844615266,4.21
712,3.912700626356688,4.12
713,3.979199618065986,3.86
714,4.101247262007283,3.98
715,4.203443193329018,4.06
716,4.085579981942808,3.67
717,4.078682331407987,4.46
718,4.074603260033343,4.49
719,4.473642298181945,4.7
720,3.913632938534105,3.75
721,4.032214492134201,3.43
722,4.203911623817868,4.58
723,3.9978433600340986,3.78
724,4.29130637475263,4.83
725,3.995752253004193,4.17
726,3.9561493452284715,4.18
727,4.441106144987958,5.0
728,4.279941010269757,4.68
729,4.0882447890210045,3.58
730,4.217794978974648,5.0
731,4.040794862241848,3.88
732,3.882839001871543,3.83
733,4.197836307827962,4.55
734,4.11450418665689,3.76
735,4.066768472374604,3.82
736,4.280425212569039,3.78
737,3.9573784327510464,4.0
738,4.060422100197816,4.05
739,3.998968083118047,3.94
740,4.008389807296041,3.31
741,3.8182263405541197,3.8
742,4.025971352253621,3.74
743,4.276071289437643,4.28
744,3.923773634478653,3.89
745,4.057421979861592,4.56
746,4.281525779198871,4.18
747,4.13974673080893,3.96
748,3.9422880624765595,4.07
749,4.238686771359241,4.43
750,4.0199152777833245,4.19
751,3.9054136755967424,3.74
752,4.010400121851713,3.79
753,4.055944485357358,4.13
754,4.16604772630541,4.44
755,4.0125471218031565,4.34
756,3.929279674897557,3.13
757,3.983205224345343,4.37
758,4.218458206421452,4.77
759,4.0344316885544105,4.03
760,3.9927713321706504,3.96
761,4.055275787087887,4.11
762,3.999487704060916,3.92
763,4.253116694222394,5.0
764,4.1380672865789725,4.2
765,3.8840765320833177,4.03
766,4.2193481191332625,4.14
767,4.029739957871194,3.77
768,4.112227579178205,4.15
769,4.096807761495035,4.24
770,4.363899936773285,5.0
771,4.0854615725700425,4.04
772,4.04447386349207,3.78
773,4.052930086417211,4.05
774,3.8342094919132657,4.13
775,3.9953818675100545,3.92
776,3.849989854820369,4.07
777,3.8358825322240784,3.83
778,3.995525553827506,3.82
779,4.086573359170877,3.93
780,3.9923718419539616,4.08
781,4.051098836115682,3.67
782,3.9185181951659636,4.35
783,3.8264689516630797,4.05
784,4.03636234478248,3.85
785,3.992573835786265,3.94
786,4.209072907901569,4.35
787,3.810470502861481,3.89
788,3.916963688188937,4.12
789,3.9364555399764516,3.87
790,4.113474904862274,4.17
791,4.141005422404929,4.49
792,4.048991813443881,4.01
793,4.416971626297514,4.05
794,4.0627767025827035,3.83
795,4.003796259959108,4.11
796,3.9474275514072703,4.26
797,3.8439871517304107,3.44
798,3.9059340478517925,3.99
799,4.09434358034292,4.17
800,4.3278141853434455,3.95
801,3.9129347827266145,4.29
802,4.0983808300794315,4.36
803,3.9930582695892918,3.73
804,3.9007763372053317,3.34
805,4.044597984968229,4.35
806,4.3204241933755245,4.45
807,4.039952425536138,4.19
808,4.216737656000974,4.02
809,4.081389093646668,4.08
810,3.905846353500547,4.31
811,3.9837914531487044,4.05
812,4.097685374133467,3.94
813,4.000818713701316,4.31
814,3.9881775571489952,3.87
815,4.156125644514472,3.61
816,4.007918640093417,4.15
817,3.9136080921636407,3.82
818,3.950605516573649,3.46
819,3.9041695796574856,4.18
820,3.907658971712543,3.68
821,3.9354025764593334,4.54
822,4.2743034695743125,4.11
823,4.047999452372844,4.25
824,4.025550294794536,4.23
825,3.905676337144416,4.16
826,4.027911366124474,4.18
827,4.04163580342684,4.03
828,4.340980924194374,4.76
829,3.9102237907375,3.15
830,3.976846346212225,3.51
831,3.9114918472456757,3.79
832,3.983777244138042,3.91
833,4.18465519167865,3.99
834,4.106308210018546,3.87
835,4.1513629236564356,4.16
836,4.123757604524871,4.15
837,4.53657224441629,4.4
838,4.179052421358371,4.23
839,4.050242645769632,4.0
840,4.169119917339209,4.53
841,3.8981466279876704,4.0
842,3.9841462372977934,4.18
843,3.9446041947680555,3.44
844,4.059281176026772,3.72
845,3.9512783018955417,4.27
846,4.064102508974083,4.3
847,4.038858970746563,4.2
848,4.118942500962598,4.16
849,3.9543844115727156,3.78
850,3.9867905704707405,4.01
851,4.162906845029456,4.02
852,4.112247729345928,4.1
853,4.032103300037184,3.78
854,3.865902778143721,3.7
855,3.9964807084247216,3.98
856,3.914365832558418,3.39
857,3.9401015824520336,3.91
858,3.9659064533478903,4.09
859,4.175466771130961,3.68
860,4.1777832321783945,3.67
861,3.979634379963687,3.88
862,4.038635682517186,4.2
863,3.891612345427624,3.87
864,4.036004015105883,4.38
865,3.922601859931421,3.78
866,4.104576443728928,3.97
867,3.956172411254486,4.04
868,4.027956302840155,3.64
869,3.952352072330375,3.8
870,3.8745410358670713,3.72
871,3.882042934828164,3.6
872,4.099039284662677,4.46
873,3.919990489498105,4.27
874,3.95645063565396,3.58
875,4.046757056079553,3.91
876,4.185717784290674,4.54
877,4.086671513421158,3.93
878,3.9716862063770932,4.16
879,4.128077721116041,4.45
880,4.3828920874829045,4.45
881,4.0251533402811415,4.25
882,4.245119395065656,4.61
883,3.958024001606846,4.35
884,4.182479223502786,3.98
885,4.208404967020594,4.46
886,4.343059388951427,3.85
887,4.084512946943561,3.96
888,4.192917256780098,4.27
889,4.275146474085355,4.48
890,4.029783858702194,4.06
891,3.9799123195849027,4.17
892,4.196838007492137,4.37
893,4.092875705929626,3.98
894,4.0488252778453875,3.91
895,3.903283826640068,3.64
896,4.17269298812418,3.67
897,4.093680169451114,4.44
898,3.8972394415848712,3.84
899,4.260628621341587,5.0
900,4.020978412285978,3.99
901,4.06748953886674,3.91
902,4.136673754596267,4.19
903,4.086237129181352,4.04
904,4.025079499243545,3.88
905,4.130809476544023,4.21
906,3.931726407201195,4.23
907,4.193922950458479,4.29
908,4.074665665616468,3.76
909,4.061980494650687,4.17
910,4.0961816296481475,4.14
911,4.025016463714412,4.39
912,3.9827643841274423,4.33
913,4.075661419317411,3.96
914,4.039516175694194,4.25
915,4.143319544778274,3.76
916,4.214737434550719,4.39
917,3.8667509011374417,3.92
918,4.27157774839832,4.18
919,3.983057182795305,4.31
920,4.022937621441979,4.16
921,3.9381186173506753,3.74
922,3.965578988542273,3.74
923,4.01554968362872,4.01
924,4.068901323682541,4.28
925,4.065777960660222,3.59
926,4.296339122848136,4.47
927,4.120659869093798,4.28
928,4.11649111848912,4.23
929,4.344989270581796,4.43
930,4.159483282962985,4.33
931,4.248800523555213,4.32
932,4.33148197679904,3.09
933,4.006573698858025,3.89
934,3.9773900920301966,4.48
935,3.9523405035615937,3.79
936,4.123971098886532,4.11
937,4.082933816447722,3.78
938,4.234380732655104,4.4
939,4.076581371870013,3.74
940,4.126083525079555,3.93
941,3.9292941755928226,3.79
942,4.003210878216434,4.12
943,3.9487359031825595,3.51
944,4.071338382042561,4.18
945,4.019308724783309,4.04
946,3.9957384647584258,3.66
947,4.043266587574131,3.91
948,3.8782265481720315,3.65
949,4.165750472947323,4.25
950,4.111009228697899,3.74
951,3.892454165016952,4.14
952,4.032283445022611,4.01
953,4.0723330841779415,3.97
954,4.01143265782215,4.17
955,3.9885135771118803,3.92
956,4.146102249036871,4.05
957,4.057263288787687,4.29
958,4.027681972788313,3.67
959,3.9763503931020163,3.82
960,4.118965129069183,4.28
961,3.897533347761373,4.24
962,3.881967542307131,3.72
963,3.9885930366619724,4.09
964,3.9459816339304785,3.7
965,3.8879525506629857,4.02
966,4.114169895500992,4.22
967,3.9380707653297256,4.03
968,3.9902723393200175,3.95
969,3.8972092402929586,4.09
970,3.9917582094474096,4.38
971,4.278671322057276,4.34
972,4.1115593929884655,4.18
973,3.959938303326902,4.14
974,4.083802317795129,3.86
975,4.0073573344382805,3.76
976,3.9457782163341397,4.1
977,3.9588133895219406,4.15
978,4.26225007117402,5.0
979,4.072566253872128,4.23
